,index,Movie,P_Genre,S_Genre,T_Genre,Cluster_Id
0,0,bodies bodies bodies,4,12,6,103
1,1,last night in soho,0,12,9,17
2,2,the munsters,4,16,15,9
3,3,orphan: first kill,10,0,12,95
4,4,resident evil: welcome to raccoon city,1,12,11,69
5,5,crimes of the future,0,12,11,29
6,6,men,0,15,12,54
7,7,morbius,1,5,12,85
8,8,day shift,1,6,15,105
9,9,malnazidos,1,5,15,275
10,10,watcher,0,12,6,11
11,11,orphan,8,10,6,0
12,12,midsommar,0,12,9,17
13,13,american psycho,10,0,12,95
14,14,old,0,12,9,17
15,15,scream,8,10,6,0
16,16,mad god,3,15,12,210
17,17,srpski film,8,10,6,0
18,18,get out,8,10,6,0
19,19,hellboy,1,5,15,275
20,20,the mist,8,11,6,431
21,21,overlord,1,12,11,69
22,22,fresh,4,12,6,103
23,23,hocus pocus 2,4,16,15,9
24,24,hereditary,0,12,9,17
25,25,spree,1,6,14,45
26,26,the mortal instruments: city of bones,1,5,15,275
27,27,resident evil,1,12,11,69
28,28,prey,1,0,12,121
29,29,it chapter two,0,15,12,54
30,30,the conjuring,8,10,6,0
31,31,scream 6,8,10,6,0
32,32,us,8,10,6,0
33,33,fear street: 1994,0,12,9,17
34,34,alien: covenant,8,11,6,431
35,35,the thing,8,10,11,14
36,36,the vvitch: a new-england folktale,0,15,12,54
37,37,annihilation,5,0,12,78
38,38,the deadly mantis,12,12,11,205
39,39,fear street: 1978,0,12,9,17
40,40,the shallows,1,0,12,121
41,41,beast,5,0,12,78
42,42,sinister,8,10,6,0
43,43,the cabin in the woods,8,10,6,0
44,44,a quiet place part ii,0,12,11,29
45,45,hocus pocus,4,16,15,9
46,46,the meg,1,12,11,69
47,47,the mummy,1,5,15,275
48,48,sweeney todd: the demon barber of fleet street,0,12,8,234
49,49,mother!,0,12,9,17
50,50,underwater,1,12,11,69
51,51,a quiet place,0,12,11,29
52,52,predator,1,5,12,85
53,53,the hunt,1,12,6,108
54,54,the lighthouse,0,15,12,54
55,55,lamb,0,15,12,54
56,56,firestarter,0,12,11,29
57,57,interview with the vampire: the vampire chronicles,0,15,12,54
58,58,resurrection,10,0,12,95
59,59,the empty man,8,10,6,0
60,60,suspiria,0,15,12,54
61,61,bone tomahawk,0,12,10,233
62,62,ready or not,1,6,12,75
63,63,from dusk till dawn,1,14,12,16
64,64,psycho,8,10,6,0
65,65,texas chainsaw massacre,10,12,6,126
66,66,de uskyldige,0,15,12,54
67,67,jeepers creepers: reborn,8,10,6,0
68,68,army of the dead,1,14,12,16
69,69,doctor sleep,0,15,12,54
70,70,brightburn,0,12,9,17
71,71,28 days later...,0,12,11,29
72,72,the night house,8,10,6,0
73,73,insidious,8,10,6,0
74,74,dracula,0,15,12,54
75,75,it follows,8,10,6,0
76,76,constantine,1,15,12,107
77,77,life,8,11,6,431
78,78,el hoyo,8,11,6,431
79,79,the invisible man,0,12,9,17
80,80,world war z,1,5,12,85
81,81,event horizon,8,11,6,431
82,82,the new mutants,1,12,9,173
83,83,10 cloverfield lane,0,12,9,17
84,84,busanhaeng,1,12,6,108
85,85,under the skin,0,12,9,17
86,86,malignant,10,12,9,118
87,87,what ever happened to baby jane?,0,12,6,11
88,88,saw,8,10,6,0
89,89,blade,1,12,11,69
90,90,the rocky horror picture show,4,12,8,194
91,91,the others,8,10,6,0
92,92,don't breathe,10,12,6,126
93,93,titane,0,12,11,29
94,94,the killing of a sacred deer,0,12,9,17
95,95,eight for silver,11,12,9,26
96,96,the poughkeepsie tapes,8,10,6,0
97,97,vivarium,8,10,11,14
98,98,the crow,1,14,0,269
99,99,hotel transylvania: transformania,3,5,3,2
100,100,escape room: tournament of champions,1,5,12,85
101,101,the conjuring: the devil made me do it,8,10,6,0
102,102,the descent,5,12,6,43
103,103,the craft,0,15,12,54
104,104,zombieland,1,6,12,75
105,105,they live,1,12,11,69
106,106,a cure for wellness,0,15,12,54
107,107,don't breathe 2,1,14,12,16
108,108,the rental,0,12,9,17
109,109,urban legend,8,10,6,0
110,110,the visit,8,10,6,0
111,111,spiral: from the book of saw,10,12,9,118
112,112,little shop of horrors,4,12,8,194
113,113,the fly,0,12,11,29
114,114,friday the 13th,8,10,6,0
115,115,47 meters down,5,0,12,78
116,116,antlers,0,12,9,17
117,117,vampires,1,12,6,108
118,118,jaws 2,5,12,6,43
119,119,escape room,1,5,12,85
120,120,gerald's game,0,12,6,11
121,121,the purge,8,11,6,431
122,122,la tua presenza nuda!,10,0,12,95
123,123,ang-ma-reul bo-at-da,1,14,0,269
124,124,resident evil: apocalypse,1,12,11,69
125,125,doom,1,12,11,69
126,126,mandy,1,15,12,107
127,127,the house that jack built,10,0,12,95
128,128,pitch black,1,12,11,69
129,129,climax,0,12,1,83
130,130,the conjuring 2,8,10,6,0
131,131,dark shadows,4,15,12,22
132,132,gremlins,4,15,12,22
133,133,marrowbone,5,0,12,78
134,134,glass,0,12,11,29
135,135,blair witch,8,10,6,0
136,136,evil dead rise,11,12,6,46
137,137,sleepy hollow,11,12,9,26
138,138,the mummy: tomb of the dragon emperor,1,15,12,107
139,139,cloverfield,1,12,11,69
140,140,the cloverfield paradox,1,12,11,69
141,141,choose or die,0,12,6,11
142,142,resident evil: retribution,1,12,11,69
143,143,no one gets out alive,0,12,9,17
144,144,antichrist,0,12,6,11
145,145,the cell,10,12,11,99
146,146,fantasy island,11,12,9,26
147,147,the forever purge,1,12,6,108
148,148,scary stories to tell in the dark,5,12,9,177
149,149,teeth,4,15,12,22
150,150,the dead don't die,4,15,12,22
151,151,gokseong,0,12,9,17
152,152,the ritual,8,10,6,0
153,153,crawl,1,5,12,85
154,154,freaky,4,12,6,103
155,155,alien resurrection,1,12,11,69
156,156,the boy,8,10,6,0
157,157,the faculty,8,10,11,14
158,158,halloween,10,12,6,126
159,159,the witches,5,6,17,13
160,160,angel heart,8,10,6,0
161,161,alien³,1,12,11,69
162,162,the nun,8,10,6,0
163,163,willy's wonderland,1,6,12,75
164,164,crimson peak,0,12,9,17
165,165,studio 666,4,12,1,184
166,166,death becomes her,4,15,12,22
167,167,the turning,0,12,9,17
168,168,cube,0,12,9,17
169,169,avp: alien vs. predator,1,5,12,85
170,170,unhinged,1,12,6,108
171,171,hotel transylvania,3,5,3,2
172,172,annabelle,8,10,6,0
173,173,the invitation,0,12,9,17
174,174,gwoemul,1,0,12,121
175,175,resident evil: the final chapter,1,12,11,69
176,176,alone,0,12,9,17
177,177,ghostland,0,12,9,17
178,178,the devil's rejects,10,12,10,232
179,179,things heard &amp; seen,0,12,9,17
180,180,47 meters down: uncaged,5,0,12,78
181,181,1408,11,12,9,26
182,182,the covenant,1,5,15,275
183,183,the eden theory,8,11,6,431
184,184,case 39,8,10,6,0
185,185,saint maud,0,12,9,17
186,186,haunted mansion,4,0,17,39
187,187,underworld: blood wars,1,5,15,275
188,188,hellboy ii: the golden army,1,5,15,275
189,189,the addams family 2,3,5,3,2
190,190,annabelle: creation,8,10,6,0
191,191,jaws 3-d,5,12,6,43
192,192,the return of the living dead,4,12,11,97
193,193,the autopsy of jane doe,8,10,6,0
194,194,scooby-doo 2: monsters unleashed,5,6,17,13
195,195,species,1,12,11,69
196,196,resident evil: extinction,1,12,11,69
197,197,let me in,0,15,12,54
198,198,green room,10,0,12,95
199,199,28 weeks later,1,5,12,85
200,200,high life,5,0,12,78
201,202,death note,10,0,15,20
202,203,in the mouth of madness,0,15,12,54
203,204,zombieland: double tap,1,6,12,75
204,205,jaws: the revenge,5,12,6,43
205,206,hollow man,1,12,11,69
206,207,the deep house,0,12,9,17
207,208,predator 2,1,12,11,69
208,209,kol,10,12,9,118
209,210,possessor,8,10,11,14
210,211,the island of dr. moreau,8,11,6,431
211,212,anaconda,1,5,12,85
212,213,pandorum,1,12,9,173
213,214,eli,0,12,9,17
214,215,the strangers,8,10,6,0
215,216,legion,1,15,12,107
216,217,umma,0,12,9,17
217,218,pet sematary,11,12,6,46
218,219,megan is missing,0,12,6,11
219,220,blood red sky,1,5,15,275
220,221,velvet buzzsaw,8,10,6,0
221,222,a nightmare on elm street,10,0,12,95
222,223,deliver us from evil,1,5,14,257
223,224,the exorcism of emily rose,0,12,6,11
224,225,m3gan,8,11,6,431
225,226,the birds,0,12,9,17
226,227,unhuman,4,12,6,103
227,228,bones and all,0,12,4,71
228,229,dog soldiers,1,12,6,108
229,230,the pale blue eye,10,12,9,118
230,231,aftermath,0,12,9,17
231,232,piranha 3dd,4,12,11,97
232,233,hansel &amp; gretel: witch hunters,1,15,12,107
233,234,there's someone inside your house,8,10,6,0
234,235,the lodge,0,12,9,17
235,236,ouija: origin of evil,0,12,9,17
236,237,kimetsu no yaiba: mugen ressha-hen,3,1,5,5
237,238,the furies,1,12,6,108
238,239,silent night,4,0,12,6
239,240,"as above, so below",8,10,6,0
240,241,pride and prejudice and zombies,1,6,15,105
241,242,blade ii,1,12,11,69
242,243,disappointment blvd.,4,0,12,6
243,244,happy death day,4,12,9,24
244,245,avpr: aliens vs predator - requiem,1,5,12,85
245,246,la piel que habito,0,12,6,11
246,247,planet terror,1,6,15,105
247,248,braindead,4,15,12,22
248,249,they look like people,0,12,9,17
249,250,monstrous,8,10,6,0
250,251,lifeforce,1,12,9,173
251,253,jacob's ladder,0,12,9,17
252,254,the last house on the left,10,12,6,126
253,255,låt den rätte komma in,0,15,12,54
254,256,the gift,0,15,12,54
255,257,resident evil: afterlife,1,12,11,69
256,258,paranormal activity: next of kin,8,10,6,0
257,259,1922,10,0,12,95
258,260,goosebumps,5,6,15,41
259,261,dracula untold,1,0,15,47
260,262,i see you,10,0,12,95
261,263,grindhouse,1,12,6,108
262,264,blade: trinity,1,12,11,69
263,265,mama,11,12,6,46
264,266,the grudge,8,10,6,0
265,267,night teeth,1,14,0,269
266,268,beetlejuice 2,4,15,12,22
267,269,twin peaks: fire walk with me,0,12,9,17
268,270,renfield,4,15,12,22
269,271,annabelle comes home,8,10,6,0
270,272,skinwalker ranch,8,10,11,14
271,273,his house,0,12,6,11
272,274,[rec],8,10,6,0
273,275,color out of space,8,10,11,14
274,276,it comes at night,0,12,9,17
275,277,the wicker man,8,10,6,0
276,278,the bad batch,1,12,9,173
277,279,tumbbad,0,15,12,54
278,280,underworld: awakening,1,15,12,107
279,281,#saraitda,1,0,12,121
280,282,the wolf of snow hollow,4,12,9,24
281,283,the unholy,0,12,9,17
282,284,south of heaven,1,14,0,269
283,285,buffy the vampire slayer,1,6,15,105
284,286,amsterdamned,1,14,12,16
285,287,ôdishon,0,12,9,17
286,288,werewolves within,4,12,9,24
287,289,the endless,0,15,12,54
288,290,the twin,0,12,9,17
289,291,spawn,1,0,12,121
290,292,maximum overdrive,1,6,12,75
291,293,satanico pandemonium: la sexorcista,8,10,6,0
292,294,shadow in the cloud,1,12,16,162
293,295,the craft: legacy,0,15,12,54
294,296,return to oz,5,16,15,66
295,297,from hell,8,10,6,0
296,298,better watch out,4,12,6,103
297,299,don't look now,0,12,9,17
298,300,hellraiser,8,10,6,0
299,301,i onde dager,1,6,12,75
300,302,apostle,0,15,12,54
301,303,busanhaeng 2: bando,1,12,6,108
302,304,what lies beneath,0,12,9,17
303,305,revenge,1,12,6,108
304,306,the room,0,15,12,54
305,307,leviathan,5,12,9,177
306,308,warm bodies,4,12,4,151
307,309,backcountry,5,0,12,78
308,310,the frighteners,4,15,12,22
309,311,videodrome,8,11,6,431
310,312,friday the 13th part 2,8,10,6,0
311,313,cat people,11,12,6,46
312,314,il racconto dei racconti - tale of tales,0,15,12,54
313,315,scouts guide to the zombie apocalypse,1,6,12,75
314,316,rogue,1,0,12,121
315,317,daybreakers,1,12,11,69
316,318,flux gourmet,4,0,12,6
317,319,assassination nation,1,6,14,45
318,320,the call,1,5,14,257
319,321,summer of 84,0,12,9,17
320,322,spontaneous,4,0,12,6
321,323,hidden,8,11,6,431
322,324,hotel transylvania 3: summer vacation,3,5,3,2
323,325,bride of chucky,4,12,6,103
324,326,bhool bhulaiyaa,4,12,9,24
325,327,frankenstein,0,12,4,71
326,328,yoga hosers,1,6,12,75
327,329,violent night,1,6,14,45
328,330,the final girls,4,0,15,10
329,331,slender man,8,10,6,0
330,332,the curse of la llorona,8,10,6,0
331,333,insidious: chapter 2,8,10,6,0
332,334,sinister 2,8,10,6,0
333,335,slither,4,12,11,97
334,336,a house on the bayou,8,10,6,0
335,337,"batman: the long halloween, part one",3,1,14,117
336,338,scanners,8,11,6,431
337,339,the velocipastor,1,5,3,4
338,340,my bloody valentine,8,10,6,0
339,341,grizzly ii: the predator,8,2,6,70
340,342,end of days,1,15,12,107
341,343,the addams family,3,6,17,60
342,344,in the tall grass,8,10,11,14
343,345,odd thomas,4,15,12,22
344,346,el orfanato,0,12,9,17
345,347,30 days of night,1,5,12,85
346,348,the woman in black,0,15,12,54
347,349,nightbreed,1,15,12,107
348,350,lake placid,1,6,12,75
349,351,the void,8,10,11,14
350,352,the love witch,4,12,4,151
351,353,ouija,8,10,6,0
352,354,queen of the damned,0,15,12,54
353,355,black death,1,0,12,121
354,356,becky,1,14,0,269
355,357,alligator,8,11,6,431
356,358,troll,4,15,12,22
357,359,demonic,0,12,11,29
358,360,re-animator,4,12,11,97
359,361,flatliners,0,12,9,17
360,362,jigsaw,10,12,9,118
361,363,house on haunted hill,10,15,12,72
362,364,pi,0,12,9,17
363,365,the collector,1,12,6,108
364,366,dark skies,8,11,6,431
365,367,abraham lincoln: vampire hunter,1,15,12,107
366,368,existenz,8,10,11,14
367,369,gremlins 2: the new batch,4,15,12,22
368,370,ma,8,10,6,0
369,371,the witches of eastwick,4,15,12,22
370,372,killer klowns from outer space,4,12,11,97
371,373,all the boys love mandy lane,8,10,6,0
372,374,jason x,1,12,11,69
373,375,leprechaun,4,15,12,22
374,376,the blob,8,11,6,431
375,377,devil,8,10,6,0
376,378,brahms: the boy ii,0,12,9,17
377,379,vampire academy,1,6,0,137
378,380,an american crime,9,14,0,67
379,381,the silence,0,12,11,29
380,382,le pacte des loups,1,5,0,260
381,383,the brothers grimm,1,5,3,4
382,384,the purge: anarchy,1,12,11,69
383,385,master,0,12,9,17
384,386,warhunt,1,12,6,108
385,387,dead ringers,0,12,6,11
386,388,the taking,8,10,6,0
387,389,insidious: the last key,8,10,6,0
388,390,morgan,1,12,11,69
389,391,the uninvited,0,15,12,54
390,392,bait,1,15,12,107
391,393,earth vs. the flying saucers,1,12,11,69
392,394,antebellum,0,12,9,17
393,395,piranha,4,12,11,97
394,396,thelma,0,15,12,54
395,397,unfriended,8,10,6,0
396,398,critters,4,12,11,97
397,399,lords of chaos,9,0,12,198
398,400,troll 2,4,15,12,22
399,401,the dead zone,0,12,11,29
400,402,sweetheart,5,12,11,59
401,403,a classic horror story,0,12,9,17
402,404,the haunting,11,12,9,26
403,405,the wolfman,0,15,12,54
404,406,synchronic,10,0,12,95
405,407,priest,1,5,15,275
406,408,insidious: chapter 3,8,10,6,0
407,409,child's play,0,12,11,29
408,410,zombie strippers!,4,12,11,97
409,411,the wraith,1,12,4,209
410,412,the skeleton key,0,12,9,17
411,413,circle,0,12,9,17
412,414,wolves,1,15,12,107
413,415,friday the 13th: a new beginning,8,10,6,0
414,416,invasion of the body snatchers,0,12,11,29
415,417,gretel &amp; hansel,11,12,9,26
416,418,king kong,5,12,11,59
417,419,the possession of hannah grace,8,10,6,0
418,420,the vanishing,0,12,9,17
419,421,wolf,0,12,4,71
420,422,hotel transylvania 2,3,5,3,2
421,423,orca,5,0,12,78
422,424,the fourth kind,8,10,11,14
423,425,phenomena,10,12,9,118
424,426,"janghwa, hongryeon",0,12,9,17
425,427,trauma,1,0,12,121
426,429,the girl with all the gifts,1,5,0,260
427,430,the crazies,5,12,9,177
428,431,red riding hood,11,12,9,26
429,432,the perfection,0,12,1,83
430,433,species ii,1,12,11,69
431,434,the forest,8,10,6,0
432,435,seed of chucky,4,12,6,103
433,436,where the wild things are,5,0,17,96
434,437,mayhem,1,6,12,75
435,438,unsane,0,12,9,17
436,439,creepshow,4,15,12,22
437,440,dead silence,8,10,6,0
438,442,arachnophobia,4,12,6,103
439,444,"ich seh, ich seh",8,10,6,0
440,445,la región salvaje,0,12,9,17
441,446,stir of echoes,8,10,6,0
442,447,captive state,1,12,11,69
443,448,the reef,5,0,12,78
444,449,the owners,4,14,12,193
445,450,wes craven's new nightmare,11,12,9,26
446,451,wounds,0,12,9,17
447,452,the moth diaries,0,15,12,54
448,453,hounds of love,10,0,12,95
449,454,the unborn,8,10,6,0
450,455,black box,8,10,11,14
451,456,a quiet place: day one,0,12,11,29
452,457,the little girl who lives down the lane,0,12,9,17
453,458,the possession,8,10,6,0
454,459,idle hands,4,15,12,22
455,460,the sword and the sorcerer,1,5,15,275
456,461,malevolent,8,10,6,0
457,462,saw 3d,10,12,9,118
458,463,open water,5,0,12,78
459,464,the accursed,0,12,9,17
460,465,excision,4,0,12,6
461,466,the sixth secret,4,12,9,24
462,467,the purge: election year,1,12,11,69
463,468,dreamcatcher,0,12,11,29
464,469,the omen,0,15,12,54
465,470,v/h/s/94,8,10,6,0
466,471,bubba ho-tep,4,15,12,22
467,472,the haunted mansion,4,16,15,9
468,473,leatherface,10,12,6,126
469,474,repo! the genetic opera,8,9,11,225
470,475,ghosts of war,8,8,16,129
471,476,dark water,0,12,9,17
472,477,ghosts of mars,1,12,11,69
473,478,nightbooks,12,15,12,175
474,479,elizabeth harvest,8,11,6,431
475,480,wendell and wild,3,5,3,2
476,481,splinter,8,11,6,431
477,482,shin gojira,1,0,12,121
478,483,the monster squad,1,6,15,105
479,484,cell,1,5,12,85
480,485,berlin syndrome,0,12,9,17
481,486,cam,0,12,9,17
482,487,bakjwi,0,15,12,54
483,488,regression,5,14,0,165
484,489,shutter,8,10,6,0
485,490,deep rising,1,5,12,85
486,491,silent hill: revelation,8,10,6,0
487,492,ghoulies,4,15,12,22
488,493,dracula 2000,1,15,12,107
489,494,land of the dead,8,11,6,431
490,495,the last days on mars,5,12,11,59
491,496,al tercer día,0,15,12,54
492,497,saw iii,10,12,9,118
493,498,ginger snaps,0,15,12,54
494,499,kill list,1,14,12,16
495,500,das cabinet des dr. caligari,8,10,6,0
496,501,aileen wuornos: american boogeywoman,0,12,6,11
497,502,maniac,10,0,12,95
498,503,noroi,8,10,6,0
499,504,altered states,8,11,6,431
500,505,the cave,5,12,11,59
501,506,unfriended: dark web,8,10,6,0
502,507,the relic,8,10,11,14
503,508,henry: portrait of a serial killer,9,14,0,67
504,509,witch hunt,11,12,6,46
505,510,in the earth,8,10,11,14
506,511,coming home in the dark,10,12,6,126
507,512,the toxic avenger,1,6,12,75
508,513,dark cloud,8,11,6,431
509,514,before i wake,0,15,12,54
510,515,gothika,8,10,6,0
511,517,cure,10,12,9,118
512,518,house,4,15,12,22
513,519,nocturne,0,12,1,83
514,520,bloody hell,1,6,12,75
515,521,we summon the darkness,8,2,6,70
516,522,my friend dahmer,9,0,12,198
517,523,the good neighbor,10,0,12,95
518,524,antiviral,8,10,11,14
519,526,insidious 5,0,12,6,11
520,527,gremlins 3,4,15,12,22
521,528,twixt,4,15,12,22
522,529,village of the damned,8,11,6,431
523,530,the ward,8,10,6,0
524,531,jason goes to hell: the final friday,11,12,6,46
525,532,trouble every day,0,12,6,11
526,533,occhiali neri,8,10,6,0
527,534,maneater,1,12,6,108
528,535,the return of the texas chainsaw massacre,4,12,6,103
529,536,quarantine,8,11,6,431
530,537,the first purge,1,12,11,69
531,538,the last train to new york,1,12,6,108
532,539,fear of rain,0,12,6,11
533,540,voces,5,0,12,78
534,541,daniel isn't real,10,0,15,20
535,542,winchester,0,15,12,54
536,543,spring,8,7,11,102
537,544,the stepford wives,4,12,11,97
538,545,red state,1,14,12,16
539,546,frankenhooker,4,12,11,97
540,547,maggie,0,12,11,29
541,548,ai amu a hîrô,1,6,12,75
542,549,tales from the crypt: demon knight,1,15,12,107
543,550,1br,0,12,6,11
544,551,the voices,4,14,15,104
545,552,sea fever,0,12,9,17
546,553,the sand,4,12,11,97
547,554,the last thing mary saw,0,12,6,11
548,555,cat's eye,4,12,6,103
549,556,black christmas,8,10,6,0
550,557,the rite,0,12,9,17
551,558,mil gritos tiene la noche,8,10,6,0
552,559,profondo rosso,8,10,6,0
553,560,we have a ghost,5,6,17,13
554,561,valentine,8,10,6,0
555,562,may,4,0,12,6
556,563,relic,0,12,9,17
557,564,split second,1,14,12,16
558,565,solomon kane,1,5,15,275
559,566,and soon the darkness,0,12,9,17
560,567,follow me,5,12,9,177
561,568,night of the comet,4,12,11,97
562,569,the people under the stairs,4,12,9,24
563,570,vampire's kiss,4,14,15,104
564,571,the haunting in connecticut,0,12,9,17
565,572,el espinazo del diablo,0,12,6,11
566,573,disturbing behavior,8,10,11,14
567,574,the free fall,0,12,9,17
568,575,false positive,8,10,6,0
569,576,john and the hole,0,12,6,11
570,577,night of the demons,4,15,12,22
571,578,mindhunters,10,12,6,126
572,579,supernova,8,11,6,431
573,580,eliza graves,0,12,9,17
574,581,cargo,0,12,11,29
575,582,halloween iii: season of the witch,8,10,11,14
576,583,a haunted house,4,15,12,22
577,584,come play,0,12,9,17
578,585,dark angel,1,14,12,16
579,586,an american werewolf in paris,4,15,12,22
580,587,bad taste,4,12,11,97
581,588,house at the end of the street,0,12,6,11
582,590,the stuff,4,12,11,97
583,591,cold skin,1,12,11,69
584,593,once bitten,4,0,15,10
585,594,without warning,8,11,6,431
586,595,cooties,1,6,12,75
587,596,hunter hunter,0,12,9,17
588,597,super dark times,10,0,12,95
589,598,tenebre,8,10,6,0
590,599,psycho ii,10,12,9,118
591,600,creep 2,10,0,12,95
592,601,the keep,0,15,12,54
593,602,saw vi,8,10,6,0
594,603,córki dancingu,0,15,12,54
595,604,lake mungo,0,12,9,17
596,605,the collection,1,5,12,85
597,606,quatermass and the pit,8,10,11,14
598,607,beyond the black rainbow,8,11,6,431
599,608,bad samaritan,10,12,6,126
600,609,tenemos la carne,0,15,12,54
601,610,look away,0,15,12,54
602,611,the prophecy,1,14,0,269
603,612,phantom of the paradise,4,0,15,10
604,613,the exorcist iii,0,12,9,17
605,614,trolljegeren,0,15,12,54
606,615,session 9,0,12,9,17
607,616,rubber,4,15,12,22
608,617,the descent: part 2,5,12,6,43
609,618,mientras duermes,5,14,0,165
610,619,the house on sorority row,8,10,6,0
611,620,the mothman prophecies,0,12,9,17
612,621,friday the 13th part viii: jason takes manhattan,5,12,6,43
613,622,february,8,10,6,0
614,623,saw iv,10,12,9,118
615,624,hobo with a shotgun,1,6,12,75
616,625,happy death day 2u,4,12,9,24
617,626,shut in,0,12,9,17
618,627,"batman: the long halloween, part two",3,1,14,117
619,628,black water,1,5,0,260
620,629,the oxford murders,5,14,12,255
621,630,down a dark hall,0,15,12,54
622,631,hell high,10,12,6,126
623,632,untitled: the walking dead movie,0,12,11,29
624,633,stay alive,11,12,9,26
625,634,slaughterhouse rulez,1,6,15,105
626,635,the other lamb,0,12,9,17
627,636,repulsion,0,12,6,11
628,637,hypochondriac,0,12,6,11
629,638,breach,1,12,11,69
630,639,sputnik,0,12,9,17
631,640,doom: annihilation,1,5,12,85
632,641,anacondas: the hunt for the blood orchid,1,5,12,85
633,642,book of shadows: blair witch 2,5,15,12,241
634,643,death of me,8,10,6,0
635,644,in fabric,4,0,15,10
636,645,i still see you,11,12,11,155
637,646,the midnight meat train,8,10,6,0
638,647,the order,8,10,6,0
639,648,cerdita,0,12,6,11
640,649,what lies below,8,10,11,14
641,650,eight legged freaks,1,5,3,4
642,651,a girl walks home alone at night,0,12,4,71
643,652,club dread,4,12,9,24
644,653,the divide,0,12,11,29
645,654,galaxy of terror,1,5,12,85
646,655,veneciafrenia,5,12,6,43
647,656,w lesie dzis nie zasnie nikt,11,12,9,26
648,657,the x files: i want to believe,10,0,12,95
649,658,dracula: dead and loving it,4,15,12,22
650,659,night of the creeps,4,12,11,97
651,660,ravenous,5,12,10,219
652,661,bug,0,12,6,11
653,662,books of blood,0,12,9,17
654,663,shingeki no kyojin,1,5,0,260
655,664,feast,1,6,12,75
656,665,john dies at the end,4,15,12,22
657,666,thor: love and thunder,1,5,3,4
658,667,jurassic world dominion,1,5,11,18
659,668,doctor strange in the multiverse of madness,1,5,15,275
660,669,everything everywhere all at once,1,5,3,4
661,670,lightyear,3,1,5,5
662,671,the northman,1,5,0,260
663,672,the batman,1,14,0,269
664,673,thor: ragnarok,1,5,3,4
665,674,the man from toronto,1,5,6,262
666,675,the princess,1,0,15,47
667,676,spider-man: no way home,1,5,15,275
668,677,spiderhead,1,14,0,269
669,678,the lost city,1,5,3,4
670,679,thor,1,5,15,275
671,680,the unbearable weight of massive talent,1,6,14,45
672,681,rocketry: the nambi effect,1,13,0,112
673,682,fantastic beasts: the secrets of dumbledore,1,5,15,275
674,683,no time to die,1,5,6,262
675,684,jurassic park,1,5,11,18
676,685,paws of fury: the legend of hank,3,1,3,62
677,686,12 strong,1,0,2,37
678,687,the marvels,1,5,15,275
679,688,avengers: endgame,1,5,0,260
680,689,dune: part one,1,5,0,260
681,690,thor: the dark world,1,5,15,275
682,691,eternals,1,5,15,275
683,692,dc league of super-pets,3,1,5,5
684,693,avatar: the way of water,1,5,11,18
685,694,the dark knight,1,14,0,269
686,695,ambulance,1,14,0,269
687,696,inception,1,5,11,18
688,697,free guy,1,5,3,4
689,698,black panther: wakanda forever,1,5,0,260
690,699,the woman king,1,0,2,37
691,700,black adam,1,15,11,166
692,701,sonic the hedgehog 2,1,5,3,4
693,702,avengers: infinity war,1,5,11,18
694,703,the lord of the rings: the fellowship of the ring,1,5,0,260
695,704,guardians of the galaxy,1,5,3,4
696,705,american made,1,6,14,45
697,706,major,1,13,0,112
698,707,star wars,1,5,15,275
699,708,jurassic world,1,5,11,18
700,709,expend4bles,1,5,6,262
701,710,samaritan,1,0,15,47
702,711,independence day,1,5,11,18
703,712,moonfall,1,5,11,18
704,713,doctor strange,1,5,15,275
705,714,blade runner 2049,1,0,9,81
706,715,interceptor,1,5,0,260
707,716,black widow,1,5,11,18
708,717,jurassic world: fallen kingdom,1,5,11,18
709,718,the gentlemen,1,6,14,45
710,719,avatar,1,5,15,275
711,720,the king's man,1,5,6,262
712,721,wanted,1,14,6,1
713,722,tenet,1,11,6,42
714,723,the suicide squad,1,5,3,4
715,724,the adam project,1,5,3,4
716,725,gladiator,1,5,0,260
717,726,léon,1,14,0,269
718,727,captain marvel,1,5,11,18
719,728,shang-chi and the legend of the ten rings,1,5,15,275
720,729,mad max: fury road,1,5,11,18
721,730,pirates of the caribbean: the curse of the black pearl,1,5,15,275
722,731,heat,1,14,0,269
723,732,star wars: episode i - the phantom menace,1,5,15,275
724,733,chips,1,6,14,45
725,734,spider-man: homecoming,1,5,11,18
726,735,guardians of the galaxy vol. 2,1,5,3,4
727,736,enola holmes,1,5,14,257
728,737,black panther,1,5,11,18
729,738,doragon boru supa supa hiro,3,1,5,5
730,739,spider-man,1,5,11,18
731,740,the avengers,1,5,11,18
732,741,wrath of man,1,14,6,1
733,742,the lord of the rings: the return of the king,1,5,0,260
734,743,nobody,1,14,0,269
735,744,the hunger games,1,5,11,18
736,745,minority report,1,14,9,148
737,746,the last duel,1,0,2,37
738,747,john wick,1,14,6,1
739,748,blade runner,1,0,11,285
740,749,suicide squad,1,5,15,275
741,750,iron man,1,5,11,18
742,751,khuda haafiz chapter ii: agni pariksha,1,14,0,269
743,752,john wick: chapter 4,1,14,6,1
744,753,guardians of the galaxy vol. 3,1,5,3,4
745,754,red notice,1,6,6,138
746,755,ford v ferrari,1,13,0,112
747,756,deadpool,1,5,3,4
748,757,star wars: episode ix - the rise of skywalker,1,5,15,275
749,758,warrior,1,0,7,35
750,759,mission: impossible - fallout,1,5,6,262
751,760,venom: let there be carnage,1,5,11,18
